date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2022-01-30,74,92,95,25,96,87,43,30,27330,30120,2790,5880,20370,1080,153,91,2130,15840,2022-01-30T00:54:37.000+00:00,2022-01-30T09:16:37.000+00:00,71.28,64,17,0.13,-0.19,16.625,90,100,100,60,100,100,1192,3433,3035,21176,12840,48600,7980,14280,0,2700,1.75,0,73,64,71,96,69,94,76,86,53
2022-01-31,92,97,100,78,95,80,86,97,29760,33060,3300,8970,17640,3150,195,90,600,17010,2022-01-30T22:21:32.000+00:00,2022-01-31T07:32:32.000+00:00,70.78,65,17,0.04,0.07,16.875,85,68,100,60,100,100,535,2778,8855,8493,36240,35160,11700,1860,1440,0,1.4375,0,78,100,76,72,51,100,76,84,78
2022-02-01,78,74,97,31,86,82,81,100,23160,26820,3660,7050,14790,1320,167,86,510,14010,2022-01-31T22:25:31.000+00:00,2022-02-01T05:52:31.000+00:00,68.33,62,17,-0.05,0.23,15.75,74,46,78,43,96,99,259,2536,5701,4450,46140,27540,11940,780,0,0,1.3125,2,71,74,69,58,50,100,93,82,60
2022-02-02,68,58,95,15,58,82,89,100,19470,26340,6870,6060,12780,630,196,74,1110,15360,2022-02-01T22:32:33.000+00:00,2022-02-02T05:51:33.000+00:00,70.7,66,18,-0.01,0.19,16,79,63,100,43,96,98,290,2522,6381,5144,39780,33120,12300,1200,0,0,1.3125,0,64,49,57,83,57,100,60,82,72
2022-02-03,86,96,100,14,96,80,91,100,29190,32160,2970,8940,19650,600,219,91,1080,16620,2022-02-02T22:17:29.000+00:00,2022-02-03T07:13:29.000+00:00,66.32,61,20,0.02,0.2,16.5,81,75,95,43,96,98,444,2688,8051,7254,33180,30180,9180,2760,540,10560,1.375,1,79,94,61,88,62,100,94,85,77
2022-02-04,84,91,76,63,86,72,97,96,27090,31500,4410,4680,19830,2580,214,86,840,16380,2022-02-03T22:33:00.000+00:00,2022-02-04T07:18:00.000+00:00,70.05,65,15,-0.34,0.08,16.625,78,57,100,43,96,96,187,2399,3822,3065,39600,36240,9960,600,0,0,1.25,0,74,89,62,81,65,93,69,78,88
2022-02-05,75,83,99,11,99,86,75,44,25230,26880,1650,8160,16620,450,205,94,360,13320,2022-02-05T01:09:02.000+00:00,2022-02-05T08:37:02.000+00:00,74.94,70,12,0.07,0.1,16.25,85,68,100,60,100,96,579,2854,12658,9891,36240,31920,13320,4920,0,0,1.46875,0,65,67,61,95,74,99,37,66,71
2022-02-06,82,83,98,36,86,80,94,92,25320,29520,4200,7830,15990,1500,235,86,810,13650,2022-02-05T23:26:02.000+00:00,2022-02-06T07:38:02.000+00:00,73.31,68,14,0.6,0.4,16.375,86,77,100,60,100,96,514,2777,11671,9048,31740,36540,13860,4260,0,0,1.4375,0,63,85,60,78,71,54,46,61,94
2022-02-07,88,98,95,58,97,83,67,99,30840,33660,2820,5850,22620,2370,234,92,180,16830,2022-02-06T22:20:02.000+00:00,2022-02-07T07:41:02.000+00:00,69.53,63,18,0.23,0.56,16.25,79,66,100,43,96,96,209,2433,4246,3624,36960,38580,10260,600,0,0,1.25,0,79,100,68,86,70,85,97,65,70
2022-02-08,79,83,65,25,79,92,94,100,25200,30540,5340,4020,20130,1050,210,83,1020,15630,2022-02-07T22:33:04.000+00:00,2022-02-08T07:02:04.000+00:00,64.76,59,23,-0.3,0.31,16.375,84,68,95,60,100,97,606,2934,12323,10323,35280,30240,15840,5040,0,0,1.53125,1,81,77,66,97,77,95,98,74,94
2022-02-09,83,69,70,95,98,86,94,100,22020,23580,1560,4320,13620,4080,190,93,780,11910,2022-02-08T22:29:00.000+00:00,2022-02-09T05:02:00.000+00:00,68.85,64,17,-0.05,0.12,16.5,79,59,60,60,100,96,221,2506,4567,3743,40620,26580,11760,540,0,6900,1.3125,3,72,87,60,79,70,100,79,73,64
2022-02-10,80,87,96,7,81,87,86,98,26100,31020,4920,6420,19380,300,165,84,600,16560,2022-02-09T22:26:31.000+00:00,2022-02-10T07:03:31.000+00:00,67.28,59,16,0.53,0.35,16,82,52,100,60,96,95,333,2643,7013,5285,43320,29940,10680,2400,60,0,1.375,0,73,80,60,91,76,60,94,72,48
2022-02-11,82,84,96,39,96,74,89,100,25530,28020,2490,6480,17430,1620,265,91,690,13800,2022-02-10T22:53:33.000+00:00,2022-02-11T06:40:33.000+00:00,70.78,66,14,-0.49,0.22,17.25,77,37,95,60,96,85,144,2416,2838,2161,50340,27420,8220,360,60,0,1.25,1,73,85,60,84,78,88,62,66,100
2022-02-12,82,98,97,1,100,87,97,54,30930,32640,1710,7170,23730,30,166,95,930,16410,2022-02-11T23:57:33.000+00:00,2022-02-12T09:01:33.000+00:00,73.68,68,12,0.32,0.25,16.375,89,99,100,60,96,100,1368,3639,7154,24432,19140,38520,6600,16980,0,5160,1.875,0,67,85,69,85,86,78,46,58,42
2022-02-13,89,94,97,98,88,80,78,80,27780,31800,4020,7140,13860,6780,154,87,450,15390,2022-02-12T23:21:31.000+00:00,2022-02-13T08:11:31.000+00:00,73.08,66,25,0.54,0.47,17.625,88,90,100,60,96,100,851,3165,6615,15015,24960,36300,15720,7740,60,1620,1.625,0,68,100,71,59,60,60,55,73,72
2022-02-14,84,95,87,39,90,70,91,100,28230,32100,3870,5310,21330,1590,206,88,1080,16440,2022-02-13T22:12:32.000+00:00,2022-02-14T07:07:32.000+00:00,68.2,61,19,0.59,0.75,15.875,83,64,100,60,96,100,164,2425,3450,2608,38280,30720,9420,300,0,7680,1.25,0,77,89,74,75,48,56,100,76,68
2022-02-15,84,96,99,19,90,79,83,97,29220,33120,3900,8610,19770,840,314,88,1260,16830,2022-02-14T22:23:32.000+00:00,2022-02-15T07:35:32.000+00:00,71.04,65,22,0.17,0.66,16.5,83,57,95,60,96,100,562,2884,9628,8700,40440,29400,13020,1860,1680,0,1.5,1,81,89,79,96,57,91,72,84,91
2022-02-16,70,73,86,55,51,77,70,67,22860,31980,9120,5280,15300,2280,193,71,240,19110,2022-02-15T22:45:34.000+00:00,2022-02-16T07:38:34.000+00:00,76.1,69,15,0.41,0.61,16.625,81,48,95,60,96,99,154,2425,3100,2213,45720,30960,9480,240,0,0,1.25,1,58,54,72,49,55,70,39,79,53
2022-02-17,85,90,100,30,96,87,97,77,26730,29460,2730,9270,16230,1230,188,91,930,15300,2022-02-16T23:29:30.000+00:00,2022-02-17T07:40:30.000+00:00,70.6,67,16,-0.47,0.27,16.25,82,58,95,60,96,96,171,2459,3523,2464,41700,33240,11100,360,0,0,1.28125,1,78,93,72,91,65,89,65,79,93
2022-02-18,84,95,96,39,97,76,70,94,28200,30780,2580,6720,19860,1620,189,92,270,15600,2022-02-17T22:51:26.000+00:00,2022-02-18T07:24:26.000+00:00,71.15,65,17,-0.21,0.06,16.25,81,56,95,60,96,87,196,2470,3915,2939,40500,34260,11040,600,0,0,1.28125,1,80,90,74,95,73,98,82,79,66
2022-02-19,90,99,97,77,96,76,91,82,31500,34620,3120,6780,21600,3120,204,91,750,17400,2022-02-18T22:44:31.000+00:00,2022-02-19T08:21:31.000+00:00,70.75,66,24,0.5,0.28,16.625,70,65,100,43,71,51,185,2418,3727,2873,37200,37020,11880,300,0,0,1.25,0,78,100,81,94,81,63,66,87,100
2022-02-20,87,94,99,46,93,87,70,100,27900,31320,3420,8580,17400,1920,230,89,270,15720,2022-02-19T22:29:32.000+00:00,2022-02-20T07:11:32.000+00:00,69.53,63,23,-0.19,0.34,16.375,60,71,95,25,40,32,143,2349,2895,2372,34080,36300,9420,60,0,6540,1.21875,1,90,97,81,98,88,99,92,89,92
2022-02-21,94,95,96,93,97,84,94,100,28140,30540,2400,6480,17910,3750,190,92,810,15210,2022-02-20T22:31:33.000+00:00,2022-02-21T07:00:33.000+00:00,70.98,66,20,0.31,0.38,16.875,55,37,95,25,40,31,222,2554,4197,3401,53160,21360,11040,720,120,0,1.34375,1,88,100,83,100,95,80,75,90,83
2022-02-22,65,70,95,22,41,63,72,81,22200,33240,11040,5790,15480,930,286,67,330,18750,2022-02-21T22:23:29.000+00:00,2022-02-22T07:37:29.000+00:00,77.61,72,13,-0.17,0.24,16.375,46,56,95,1,1,23,172,2457,3394,2472,40800,34380,11040,180,0,0,1.28125,1,68,41,74,76,97,99,25,85,100
2022-02-23,88,96,98,51,88,81,86,100,28620,33000,4380,7470,19050,2100,237,87,600,15420,2022-02-22T22:18:07.000+00:00,2022-02-23T07:28:07.000+00:00,69.18,64,21,0.2,0.29,16.625,47,60,100,1,1,23,223,2524,4152,3377,39480,32580,13980,360,0,0,1.3125,0,88,98,77,94,99,88,93,88,71
2022-02-24,86,98,100,24,98,79,81,99,31050,33540,2490,9510,20550,990,271,93,510,16350,2022-02-23T22:28:32.000+00:00,2022-02-24T07:47:32.000+00:00,71.84,67,16,0.21,0.35,16.5,47,57,100,1,1,26,259,2549,5163,4260,40860,30960,13860,720,0,0,1.3125,0,85,93,82,93,97,88,68,86,89
2022-02-25,90,97,99,69,100,88,75,82,29460,31140,1680,8610,18060,2790,182,95,360,15510,2022-02-24T23:16:05.000+00:00,2022-02-25T07:55:05.000+00:00,72.2,65,23,0.09,0.38,17,49,56,95,1,1,41,292,2572,6289,4657,42120,31020,11160,2100,0,0,1.34375,1,82,100,84,89,98,98,85,88,9
2022-02-26,91,98,97,96,96,77,67,95,30360,33420,3060,7050,18510,4800,252,91,210,16350,2022-02-25T22:36:31.000+00:00,2022-02-26T07:53:31.000+00:00,70.44,63,24,0.04,0.32,17,63,81,100,1,40,81,596,2864,13451,10732,30180,31080,13800,5160,0,6180,1.46875,0,90,100,88,86,98,100,94,91,69
2022-02-27,81,97,97,7,98,84,70,76,29550,31800,2250,6930,22320,300,256,93,270,15690,2022-02-26T23:24:29.000+00:00,2022-02-27T08:14:29.000+00:00,74.35,71,13,0.1,0.3,16.625,77,95,100,25,71,95,483,2683,10054,8480,21960,48360,12780,3300,0,0,1.375,0,79,79,90,82,91,96,28,86,100
2022-02-28,92,99,100,60,97,78,97,100,31470,34140,2670,8790,20250,2430,228,92,960,17340,2022-02-27T21:54:33.000+00:00,2022-02-28T07:23:33.000+00:00,73.1,65,16,0.21,0.37,16.5,71,62,95,25,71,95,246,2469,4978,4412,38820,36600,9960,1020,0,0,1.28125,1,85,100,95,97,84,87,70,83,48
2022-03-01,75,84,63,7,98,80,67,100,25410,27420,2010,3870,21270,270,164,93,180,13170,2022-02-28T22:14:34.000+00:00,2022-03-01T05:51:34.000+00:00,73.1,68,11,0.25,0.45,15.875,68,38,95,25,71,95,294,2646,6180,4710,50040,22020,12960,1380,0,0,1.375,1,76,64,89,91,85,83,54,68,83
2022-03-02,80,72,77,96,99,89,70,70,22710,24060,1350,4710,13620,4380,161,94,270,11850,2022-03-02T00:41:29.000+00:00,2022-03-02T07:22:29.000+00:00,66.73,62,23,-0.02,0.38,17.25,71,69,100,25,71,81,193,2420,3793,3071,33960,41220,10680,480,60,0,1.25,0,81,77,80,78,85,100,100,77,61
2022-03-03,86,100,100,55,74,74,67,100,34620,42840,8220,10410,21960,2250,355,81,180,23460,2022-03-02T19:42:30.000+00:00,2022-03-03T07:36:30.000+00:00,69.9,64,21,-0.03,0.28,16.375,70,81,100,25,71,63,164,2419,3065,2488,30180,28740,10260,300,60,16860,1.25,0,88,92,89,99,87,100,96,81,64
2022-03-04,94,97,85,95,98,87,97,95,29430,31800,2370,5220,19950,4260,246,93,960,16290,2022-03-03T22:37:01.000+00:00,2022-03-04T07:27:01.000+00:00,67.93,60,22,-0.32,0.09,16.125,63,53,100,25,71,46,161,2409,3267,2473,37740,39000,9360,300,0,0,1.25,0,87,100,91,99,92,94,98,86,24
2022-03-05,87,86,96,96,96,78,67,95,25980,28440,2460,6450,14370,5160,226,91,180,13440,2022-03-04T23:25:03.000+00:00,2022-03-05T07:19:03.000+00:00,68.87,64,23,-0.28,None,16.625,60,67,95,25,40,33,139,2317,2651,2266,35580,42660,7920,240,0,0,1.1875,1,87,94,86,93,96,96,95,88,50
2022-03-06,84,98,100,37,96,86,70,69,30660,33540,2880,9360,19770,1530,272,91,240,17160,2022-03-05T23:14:47.000+00:00,2022-03-06T08:33:47.000+00:00,66.06,61,23,0.18,0.13,16.5,74,96,95,25,40,98,1242,3571,3650,21888,23580,16800,7740,14640,180,23460,1.875,1,94,86,90,100,100,90,99,91,99
2022-03-07,90,95,97,52,99,83,99,95,28290,30060,1770,7200,18960,2130,171,94,900,15240,2022-03-06T22:55:01.000+00:00,2022-03-07T07:16:01.000+00:00,71.96,65,19,0.3,0.37,16.375,74,100,95,25,40,97,184,2532,3811,2846,49860,1080,8880,720,60,25800,1.375,1,84,100,89,64,78,79,77,91,77
2022-03-08,68,51,95,65,83,88,23,100,17850,20880,3030,5910,9300,2640,188,85,2640,11490,2022-03-07T23:16:00.000+00:00,2022-03-08T05:04:00.000+00:00,69.9,63,21,-0.05,0.37,16.875,66,44,95,25,40,97,359,2719,7874,6205,48600,480,12540,2280,0,22500,1.46875,1,72,45,72,82,82,100,94,92,27
2022-03-09,69,57,77,13,86,88,86,100,19290,22380,3090,4710,14040,540,104,86,1170,11370,2022-03-08T23:26:59.000+00:00,2022-03-09T05:39:59.000+00:00,78.42,70,11,0.11,0.32,17.125,70,69,100,25,40,96,175,2483,3661,2448,35400,25200,12060,180,0,13560,1.28125,0,58,48,58,77,81,96,36,83,29
2022-03-10,98,99,99,100,98,97,91,100,31110,33300,2190,8070,13770,9270,234,93,720,16320,2022-03-09T22:26:30.000+00:00,2022-03-10T07:41:30.000+00:00,69.65,67,30,-0.41,0.11,17.125,70,69,100,25,40,95,139,2302,2862,2354,36120,42960,7020,300,0,0,1.15625,0,81,100,64,96,86,91,62,90,93
2022-03-11,85,96,100,55,48,79,91,100,28830,40980,12150,9570,16980,2280,213,70,720,22170,2022-03-10T18:37:31.000+00:00,2022-03-11T06:00:31.000+00:00,71.51,62,22,-0.38,-0.06,17.125,67,63,100,25,40,84,400,2708,8426,6975,38520,29760,15780,2340,0,0,1.40625,0,82,88,66,98,90,92,96,91,50
2022-03-12,91,92,100,93,76,79,97,91,26010,30480,4470,9060,13410,3540,150,85,1110,15150,2022-03-11T22:53:27.000+00:00,2022-03-12T07:21:27.000+00:00,69.24,62,17,0.07,0.12,16.375,81,91,100,43,71,96,841,3172,17910,14895,25500,33600,19860,7140,0,300,1.625,0,85,100,63,83,81,99,100,88,99
2022-03-13,90,100,100,98,90,80,83,62,36690,41820,5130,9990,19800,6900,198,88,540,19380,2022-03-12T22:50:32.000+00:00,2022-03-13T10:27:32.000+00:00,71.48,64,24,-0.35,0.03,17.375,82,100,100,43,71,99,1022,3300,6913,18087,16200,43980,15120,10620,0,480,1.6875,0,81,100,82,74,61,93,78,91,68
2022-03-14,91,100,94,60,90,82,94,100,33720,38460,4740,5730,25560,2430,269,88,810,20700,2022-03-13T20:58:29.000+00:00,2022-03-14T07:39:29.000+00:00,69.13,64,21,-0.75,-0.2,16.75,74,69,95,43,71,98,230,2453,4569,3988,33240,40440,12120,600,0,0,1.25,1,85,100,95,75,36,80,86,92,85
2022-03-15,83,93,96,40,95,65,81,100,27630,30600,2970,6360,19590,1680,305,90,510,15330,2022-03-14T22:41:32.000+00:00,2022-03-15T07:11:32.000+00:00,68.23,63,21,-0.27,-0.26,15.875,77,61,78,43,96,98,384,2612,7466,6413,39900,34260,7800,2880,0,1560,1.34375,2,86,81,95,97,42,96,86,92,99
2022-03-16,92,96,98,55,99,91,91,100,29130,31080,1950,7650,19230,2250,209,94,1050,15870,2022-03-15T22:14:32.000+00:00,2022-03-16T06:52:32.000+00:00,71.71,67,14,0.19,0.02,16.5,81,76,95,43,96,98,313,2527,6768,5618,32100,36180,11100,1740,0,5280,1.3125,1,84,100,96,83,44,89,62,87,100
2022-03-17,89,91,95,48,100,91,89,100,27030,28440,1410,5910,19170,1950,207,95,660,14370,2022-03-16T22:58:29.000+00:00,2022-03-17T06:52:29.000+00:00,67.22,59,19,-0.14,0.17,15.75,79,73,100,43,96,97,386,2635,7468,6488,33420,36840,13740,2280,120,0,1.34375,0,84,96,92,93,50,100,98,87,49
2022-03-18,88,100,100,28,81,85,94,100,35310,42060,6750,10440,23670,1200,300,84,990,22740,2022-03-17T20:29:31.000+00:00,2022-03-18T08:10:31.000+00:00,76.1,67,15,-0.09,0.15,16.75,74,69,78,43,96,95,147,2345,2846,2358,36000,41640,8280,480,0,0,1.1875,2,80,93,100,88,53,100,62,80,60
2022-03-19,81,78,100,45,99,83,70,100,24060,25680,1620,8880,13350,1830,225,94,240,12510,2022-03-18T22:28:32.000+00:00,2022-03-19T05:36:32.000+00:00,69.31,65,17,-0.16,0.07,16.5,80,70,100,43,96,95,587,2886,12376,10511,33120,31620,17640,4020,0,0,1.5,0,85,75,93,99,66,100,79,78,100
2022-03-20,95,100,100,97,100,90,94,73,32280,34080,1800,8880,17580,5820,176,95,780,17040,2022-03-19T23:08:32.000+00:00,2022-03-20T08:36:32.000+00:00,66.87,63,20,0.29,0.24,16.625,85,100,100,43,96,100,1194,3434,4764,21148,12240,49800,9900,13440,60,960,1.75,0,90,100,98,78,59,80,100,80,100
2022-03-21,90,100,100,74,65,81,86,100,35100,45420,10320,10110,21990,3000,266,77,630,23730,2022-03-20T19:49:32.000+00:00,2022-03-21T08:26:32.000+00:00,67.36,59,30,-0.01,0.29,16.75,80,76,95,43,100,100,484,2716,9440,8062,30900,38880,9000,3300,420,3900,1.40625,1,88,97,100,70,35,100,94,89,100
2022-03-22,84,78,97,46,93,94,94,100,24150,27060,2910,6960,15300,1890,130,89,1020,14460,2022-03-21T22:25:30.000+00:00,2022-03-22T05:56:30.000+00:00,65.18,60,22,-0.15,0.2,16,80,65,95,60,100,100,456,2722,10011,7979,36000,33900,12840,3660,0,0,1.40625,1,81,82,99,81,36,100,95,91,42
2022-03-23,87,96,100,62,83,83,67,100,29280,34320,5040,9420,17370,2490,231,85,210,18660,2022-03-22T20:30:30.000+00:00,2022-03-23T06:02:30.000+00:00,69.25,64,21,-0.04,0.12,16.5,73,54,60,60,100,100,399,2647,8804,7044,40260,32460,10740,2940,0,0,1.375,3,83,89,98,83,38,100,84,91,69
2022-03-24,84,97,97,11,95,80,89,92,30000,33360,3360,7050,22500,450,278,90,1110,17070,2022-03-23T22:30:32.000+00:00,2022-03-24T07:46:32.000+00:00,68.61,64,20,-0.25,0.05,16,75,61,95,60,100,98,197,2450,3713,3153,39960,35400,10560,420,60,0,1.25,1,85,82,98,81,43,96,84,91,92
2022-03-25,89,97,100,60,96,89,72,89,29580,32340,2760,9840,17310,2430,153,91,330,16590,2022-03-24T22:44:33.000+00:00,2022-03-25T07:43:33.000+00:00,64.94,60,24,None,0.08,16,83,60,100,60,100,97,409,2694,8425,7055,40140,31380,12300,2580,0,0,1.40625,0,91,94,96,92,54,100,100,93,97
2022-03-26,83,91,100,46,76,75,81,96,27180,33120,5940,9780,15510,1890,255,82,510,15810,2022-03-25T22:42:33.000+00:00,2022-03-26T07:54:33.000+00:00,70.16,65,15,0.09,0.18,15.875,83,90,100,43,100,95,263,2463,5216,4464,25380,47100,13260,600,60,0,1.25,0,83,79,92,82,57,98,75,89,100
2022-03-27,96,100,100,96,93,81,94,100,36510,40800,4290,15390,16530,4590,269,89,810,21300,2022-03-26T19:52:33.000+00:00,2022-03-27T07:12:33.000+00:00,71.24,67,16,0.06,0.25,16.75,85,98,100,43,100,97,911,3214,21507,16174,19620,36720,14400,9540,0,6120,1.65625,0,88,100,100,100,66,99,59,86,100
2022-03-28,95,98,99,96,100,79,91,100,30690,32340,1650,8550,17430,4710,115,95,750,16320,2022-03-27T22:13:31.000+01:00,2022-03-28T07:12:31.000+01:00,70.37,62,25,0.03,0.25,17.375,79,59,100,43,100,97,391,2660,7914,6465,40980,32160,10080,3060,120,0,1.375,0,82,100,100,78,55,100,93,89,16
2022-03-29,95,96,97,96,99,86,89,100,28590,30420,1830,6990,16410,5190,127,94,690,15180,2022-03-28T22:39:28.000+01:00,2022-03-29T07:06:28.000+01:00,63.34,57,28,-0.23,0.13,16.25,71,53,78,25,100,97,224,2508,4387,3451,43680,29820,12180,660,60,0,1.3125,2,88,100,100,80,57,97,87,93,77
2022-03-30,89,83,96,97,93,94,83,93,25260,28500,3240,6600,13140,5520,134,89,540,14520,2022-03-29T23:10:29.000+01:00,2022-03-30T07:05:29.000+01:00,64.17,59,26,-0.18,0.03,16.75,73,53,100,25,96,96,195,2513,3937,2766,43320,28860,12480,300,0,1440,1.3125,0,89,93,94,88,64,99,96,95,77
2022-03-31,95,98,97,87,98,94,89,91,30420,32700,2280,6900,19980,3540,245,93,1140,16560,2022-03-30T22:40:31.000+01:00,2022-03-31T07:45:31.000+01:00,71.29,66,24,-0.02,0.06,17.25,74,67,100,25,96,84,244,2539,4735,3723,35460,34860,15660,420,0,0,1.3125,0,89,100,95,91,72,100,74,96,88
2022-04-01,76,80,97,1,100,83,59,100,24480,24840,360,6930,17490,60,165,99,0,12330,2022-03-31T23:25:32.000+01:00,2022-04-01T06:19:32.000+01:00,71.73,66,19,-0.72,-0.37,16.875,66,60,95,25,71,59,195,2451,3900,3054,37440,37260,11340,360,0,0,1.25,1,77,59,86,97,77,81,66,95,54
2022-04-02,92,99,96,93,99,85,75,87,31830,33780,1950,6480,21570,3780,173,94,360,17190,2022-04-01T22:38:33.000+01:00,2022-04-02T08:01:33.000+01:00,65.59,60,24,-0.22,-0.29,16.5,69,54,78,25,96,83,528,2852,10856,8705,42840,26400,12540,4620,0,0,1.46875,2,94,100,90,96,84,97,96,96,95
2022-04-04,93,100,100,96,69,90,75,100,35790,45120,9330,10260,21030,4500,221,79,360,25680,2022-04-03T19:26:59.000+01:00,2022-04-04T07:58:59.000+01:00,69.47,61,18,0.21,0.23,16.375,72,69,95,25,71,99,399,2634,7854,7077,34380,38280,11400,2040,300,0,1.34375,1,86,100,90,69,59,87,100,92,69
2022-04-05,66,55,96,24,74,63,81,100,18900,23280,4380,6420,11490,990,191,81,1320,12840,2022-04-04T22:50:01.000+01:00,2022-04-05T05:18:01.000+01:00,76.12,66,12,0.33,0.45,15.875,70,38,78,43,96,100,488,2911,10501,8026,51180,15000,16440,3780,0,0,1.53125,2,62,34,75,83,58,76,73,81,14
2022-04-06,76,71,97,68,97,82,70,58,22440,24300,1860,6960,12750,2730,109,92,270,12360,2022-04-06T00:57:01.000+01:00,2022-04-06T07:42:01.000+01:00,82.26,75,11,0.56,0.7,16.25,79,83,78,60,96,99,287,2509,5833,5000,30960,34560,11940,1500,0,7440,1.28125,2,44,59,66,67,57,57,1,60,48
2022-04-07,90,90,97,69,99,85,94,100,26790,28560,1770,7140,16830,2820,229,94,810,14400,2022-04-06T22:59:02.000+01:00,2022-04-07T06:55:02.000+01:00,71.56,65,18,0.12,0.58,16.625,88,60,95,78,100,99,594,2928,9440,9379,40560,26640,15720,2220,1260,0,1.53125,1,72,95,64,96,62,94,82,59,51
2022-04-08,81,87,100,48,100,84,70,63,26220,27240,1020,11040,13230,1950,179,96,270,13560,2022-04-08T00:26:13.000+01:00,2022-04-08T08:00:13.000+01:00,69.63,64,14,-0.3,0.23,15.75,87,56,100,78,100,97,258,2512,4957,4604,42360,31620,11760,660,0,0,1.3125,0,64,72,63,53,58,95,74,50,76
2022-04-09,81,95,97,4,90,77,81,88,28440,32460,4020,6900,21390,150,245,88,510,17010,2022-04-08T22:39:02.000+01:00,2022-04-09T07:40:02.000+01:00,68.4,63,19,-0.46,-0.09,16.25,98,96,100,95,100,100,1240,3528,4702,22193,21000,38280,11220,13980,0,1920,1.8125,0,72,73,66,87,65,89,91,55,75
2022-04-10,84,100,100,40,51,71,97,100,33300,47040,13740,8790,22860,1650,311,71,930,27180,2022-04-09T19:22:00.000+01:00,2022-04-10T08:26:00.000+01:00,72.04,66,15,0.27,0.04,16.375,99,100,100,95,100,100,1303,3612,8098,23343,18120,37260,15420,13620,120,1860,1.84375,0,69,80,76,58,42,82,66,51,100
2022-04-11,88,96,99,31,97,82,99,92,28890,31500,2610,8490,19080,1320,200,92,900,16170,2022-04-10T22:44:01.000+01:00,2022-04-11T07:29:01.000+01:00,74.34,70,12,0.75,0.5,16.5,93,59,95,100,100,100,325,2641,6150,5413,34680,15240,10080,2160,60,24180,1.40625,1,58,90,79,56,18,42,42,41,98
2022-04-13,80,100,100,37,88,78,8,100,33210,38340,5130,11190,20460,1560,273,87,3810,20880,2022-04-12T20:33:29.000+01:00,2022-04-13T07:12:29.000+01:00,68.78,61,17,0.07,0.57,15.625,87,49,60,95,96,100,299,2586,5955,5165,45540,27360,11940,1560,0,0,1.34375,3,75,70,91,91,25,99,100,44,83
2022-04-14,78,92,97,28,88,75,67,65,27420,31560,4140,7110,19110,1200,188,87,180,16020,2022-04-13T23:40:31.000+01:00,2022-04-14T08:26:31.000+01:00,69.23,65,18,0.15,0.43,16.5,93,78,78,95,96,100,1160,3487,27293,20825,30420,31440,10860,13680,0,0,1.8125,2,72,66,89,82,35,92,75,49,100
2022-04-15,85,97,99,31,95,71,94,82,29760,33000,3240,8490,19950,1320,311,90,990,17010,2022-04-14T22:51:12.000+01:00,2022-04-15T08:01:12.000+01:00,69.57,66,16,0.1,0.31,16.25,94,76,95,95,96,100,371,2654,7403,6404,32160,35280,17640,1320,0,0,1.375,1,71,84,92,51,15,97,75,50,100
2022-04-16,85,100,100,18,96,82,72,94,32340,35460,3120,9390,22170,780,238,91,300,17520,2022-04-15T22:17:58.000+01:00,2022-04-16T08:08:58.000+01:00,67.52,61,17,-0.1,0.23,16.375,97,98,100,95,96,100,1560,3910,7741,27961,18960,34380,14640,17160,120,1140,2,0,79,84,97,93,26,100,100,55,73
2022-04-17,90,100,100,95,95,85,64,73,32880,36420,3540,9870,18810,4200,188,90,150,17280,2022-04-16T23:04:33.000+01:00,2022-04-17T09:11:33.000+01:00,65.62,60,19,0.09,0.22,16.625,89,90,100,78,96,100,354,2539,7901,6196,26820,41640,8100,3360,0,6480,1.3125,0,78,96,100,41,1,97,100,62,100
2022-04-18,94,97,100,89,97,82,94,97,30090,32700,2610,9330,17190,3570,368,92,990,16800,2022-04-17T22:23:30.000+01:00,2022-04-18T07:28:30.000+01:00,65.1,60,32,-0.37,0.06,16.5,78,63,95,60,96,100,403,2674,8161,7226,38700,30840,14340,2520,0,0,1.375,1,85,100,100,97,11,92,97,86,68
2022-04-19,85,88,97,51,81,90,97,79,26460,31680,5220,7020,17370,2070,209,84,870,17130,2022-04-18T22:54:32.000+01:00,2022-04-19T07:42:32.000+01:00,68.28,63,19,0.39,0.22,16,70,63,95,43,100,100,415,2685,7832,6802,37320,35160,10440,3480,0,0,1.375,1,80,83,98,83,19,72,97,87,59
