date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2022-04-20,93,98,97,96,98,89,67,96,30210,32520,2310,7200,18510,4500,197,93,180,16410,2022-04-19T22:32:08.000+01:00,2022-04-20T07:34:08.000+01:00,66.34,61,24,0.34,0.42,16.25,64,71,100,60,100,100,743,3018,3802,12204,35160,33540,10080,5760,60,1800,1.5625,0,89,100,99,86,29,76,100,90,93
2022-04-21,89,90,100,60,100,94,78,100,26940,27840,900,10140,14340,2460,258,97,450,13980,2022-04-20T22:15:42.000+01:00,2022-04-21T05:59:42.000+01:00,68.49,65,18,0.06,0.43,16.375,51,50,60,43,100,99,417,2742,8605,6960,44520,22740,16320,2820,0,0,1.46875,3,78,92,94,72,29,100,79,89,55
2022-04-22,81,79,95,65,100,86,70,69,24240,25140,900,5970,15660,2610,158,96,270,12480,2022-04-22T00:33:06.000+01:00,2022-04-22T07:32:06.000+01:00,69.34,65,19,0.41,0.43,16.25,65,71,95,43,100,97,122,2316,2576,1838,34860,33120,7740,180,0,10500,1.21875,1,72,72,85,79,40,69,71,90,62
2022-04-23,94,100,100,96,99,93,75,83,33540,35700,2160,9480,18840,5220,290,94,360,17520,2022-04-22T22:40:15.000+01:00,2022-04-23T08:35:15.000+01:00,66.46,62,19,0.04,0.37,16.5,76,66,100,25,100,95,201,2415,3927,3258,36960,36900,11940,300,60,240,1.25,0,91,100,91,100,56,100,97,89,100
2022-04-24,85,94,96,84,96,86,64,56,27780,30600,2820,6300,18090,3390,278,91,150,14250,2022-04-24T00:29:32.000+01:00,2022-04-24T08:59:32.000+01:00,68.69,64,23,0.07,0.31,17,85,100,95,43,100,100,1339,3604,5772,24335,15120,40440,14220,14940,0,1680,1.875,1,86,82,89,97,67,99,80,91,97
2022-04-25,83,97,100,28,95,73,62,100,29580,32700,3120,9570,18810,1200,315,90,1740,17100,2022-04-24T22:06:31.000+01:00,2022-04-25T07:11:31.000+01:00,64.9,61,19,0.07,0.24,16.125,81,71,95,43,100,100,418,2664,7970,7005,35100,34620,13980,2640,60,0,1.40625,1,82,77,89,60,42,99,100,90,94
2022-04-26,83,79,99,75,99,76,64,100,24300,25800,1500,8250,13020,3030,179,94,150,12900,2022-04-25T22:52:06.000+01:00,2022-04-26T06:02:06.000+01:00,68.81,63,17,-0.18,0.15,15.875,75,49,78,43,100,99,447,2734,9694,7832,44940,23760,14460,3120,0,120,1.4375,2,78,77,82,87,45,99,96,88,55
2022-04-27,87,89,99,97,99,81,70,74,26700,28320,1620,8160,12210,6330,192,94,270,14190,2022-04-26T23:54:30.000+01:00,2022-04-27T07:46:30.000+01:00,64.95,60,31,-0.46,-0.06,16.625,72,69,95,25,100,98,173,2371,3543,2795,35220,36180,8400,660,0,5940,1.25,1,82,87,79,75,49,89,98,94,77
2022-04-28,94,100,99,86,100,90,67,97,31950,33180,1230,8190,20310,3450,146,96,180,16350,2022-04-27T22:31:32.000+01:00,2022-04-28T07:44:32.000+01:00,66.77,60,31,-0.26,-0.15,17,75,64,95,25,100,98,443,2677,9500,7688,37740,33120,11760,3660,0,120,1.40625,1,88,100,85,99,61,96,100,98,64
2022-04-29,91,96,96,72,96,84,91,94,28740,31620,2880,6570,19260,2910,240,91,720,16290,2022-04-28T22:39:11.000+01:00,2022-04-29T07:26:11.000+01:00,65.07,61,22,0.01,-0.02,15.875,72,45,95,25,100,96,160,2379,3154,2615,47100,29400,9540,360,0,0,1.25,1,88,97,85,84,62,100,100,98,80
2022-04-30,92,97,100,96,90,84,72,94,29850,33900,4050,8670,15870,5310,258,88,330,15750,2022-04-29T22:47:30.000+01:00,2022-04-30T08:12:30.000+01:00,62.52,58,24,-0.24,0.01,15.875,82,80,100,43,100,97,773,3015,16536,14092,29400,37080,12300,7560,60,0,1.59375,0,91,99,86,89,73,97,90,99,100
2022-05-01,87,100,99,97,60,77,70,80,32730,43800,11070,8340,18330,6060,354,75,240,26220,2022-04-30T20:20:32.000+01:00,2022-05-01T08:30:32.000+01:00,72.19,63,22,0.1,0.1,16.125,85,95,100,43,100,100,1186,3444,4031,21006,22680,40740,7260,14340,180,1200,1.75,0,85,86,92,73,63,96,85,98,78
2022-05-02,90,96,100,48,96,94,91,83,28470,31200,2730,9660,16830,1980,186,91,1080,15540,2022-05-01T23:14:21.000+01:00,2022-05-02T07:54:21.000+01:00,62.2,58,21,-0.28,0.03,15.375,83,63,95,60,100,100,469,2772,9302,7964,36960,31320,14280,2220,300,1320,1.4375,1,84,93,92,59,43,95,91,97,87
2022-05-03,88,81,97,78,98,90,89,100,24900,26700,1800,6930,14820,3150,172,93,1140,13500,2022-05-02T22:50:28.000+01:00,2022-05-03T06:15:28.000+01:00,63.01,56,21,-0.25,-0.02,15.625,79,64,78,60,100,100,324,2639,6692,5372,38520,26880,12000,1980,0,7020,1.375,2,80,88,86,79,44,97,87,96,55
2022-05-04,92,96,97,62,99,93,86,96,29010,30720,1710,6960,19530,2520,246,94,600,15360,2022-05-03T22:49:31.000+01:00,2022-05-04T07:21:31.000+01:00,63.83,59,24,0.04,0.02,15.625,83,58,95,60,100,99,189,2500,3548,2988,36120,15660,10440,540,0,23640,1.3125,1,89,98,86,89,52,100,100,96,90
2022-05-06,88,90,99,65,100,87,81,91,26790,28200,1410,8640,15510,2640,186,95,480,14160,2022-05-05T23:19:30.000+01:00,2022-05-06T07:09:30.000+01:00,67.2,63,22,-0.67,-0.13,15.875,82,63,95,60,96,90,228,2465,4524,3703,37920,36060,11640,720,60,0,1.28125,1,84,88,82,93,63,82,82,95,77
2022-05-07,89,100,100,71,97,78,70,85,32700,35520,2820,9120,20730,2850,195,92,270,17250,2022-05-06T22:40:29.000+01:00,2022-05-07T08:32:29.000+01:00,64.97,59,24,-0.39,-0.25,16.125,81,79,100,43,96,90,515,2765,11221,8902,30420,37320,14220,4380,60,0,1.40625,0,91,90,89,94,72,92,100,96,89
2022-05-08,65,97,96,33,21,64,1,61,29700,54000,24300,6690,21660,1350,237,55,7650,35280,2022-05-07T18:27:31.000+01:00,2022-05-08T09:27:31.000+01:00,69.38,63,20,0.3,None,16.5,84,95,100,43,96,97,907,3126,15617,15475,23400,37980,14400,4740,1680,4200,1.625,0,79,30,91,87,71,79,90,94,86
2022-05-09,88,92,97,55,99,92,78,96,27210,28860,1650,6930,18030,2250,156,94,450,14400,2022-05-08T23:06:33.000+01:00,2022-05-09T07:07:33.000+01:00,66.14,61,18,-0.51,None,15.75,76,51,95,43,96,99,686,3036,14649,12117,45120,19560,15180,6480,60,0,1.625,1,83,88,88,51,61,88,100,91,84
2022-05-10,50,33,28,18,74,95,83,37,13590,16740,3150,1800,11040,750,41,81,1230,8970,2022-05-10T02:34:31.000+01:00,2022-05-10T07:13:31.000+01:00,75.9,72,16,0.24,0.11,17.625,79,56,95,60,96,98,310,2589,6645,5370,41820,29700,13380,1500,0,0,1.375,1,53,None,62,62,54,85,14,87,24
2022-05-11,85,88,100,36,93,85,91,96,26490,29760,3270,11610,13410,1470,152,89,720,14580,2022-05-10T23:02:30.000+01:00,2022-05-11T07:18:30.000+01:00,71.47,66,13,0.5,0.36,15.75,87,54,100,78,100,98,373,2670,7983,6233,42660,29400,10860,2940,0,540,1.40625,0,69,81,60,87,59,63,65,73,76
2022-05-12,83,96,100,54,95,70,43,100,28680,31920,3240,11040,15420,2220,248,90,2130,16350,2022-05-11T22:10:32.000+01:00,2022-05-12T07:02:32.000+01:00,73.91,70,14,-0.23,0.33,16.5,94,73,95,95,100,98,427,2682,8553,7454,34320,26400,11340,2940,0,11400,1.40625,1,64,76,63,83,62,97,24,62,95
2022-05-13,79,73,96,52,99,81,64,100,22860,24300,1440,6600,14100,2160,248,94,150,12240,2022-05-12T23:00:20.000+01:00,2022-05-13T05:45:20.000+01:00,67.93,64,16,-0.01,0.18,15.75,88,54,60,100,100,98,514,2819,11230,9022,43020,25320,13740,4260,60,0,1.5,3,67,66,56,88,65,100,83,58,66
2022-05-14,84,92,98,63,72,75,72,97,25920,30840,4920,7560,16050,2310,178,84,300,14040,2022-05-13T22:46:03.000+01:00,2022-05-14T07:20:03.000+01:00,79.75,74,14,0.81,0.44,17.125,0,None,None,None,None,None,89,2212,1711,1526,38700,42720,4680,300,0,0,1.15625,3,45,79,57,None,None,38,1,50,100
2022-05-15,76,100,100,31,69,80,59,36,42660,54000,11340,18210,23130,1320,339,79,30,23490,2022-05-14T22:34:20.000+01:00,2022-05-15T13:34:20.000+01:00,86.5,76,11,2.26,1.4,18,0,None,None,None,None,None,48,2112,1031,798,33360,49980,3000,60,0,0,1.09375,0,33,59,83,None,None,1,1,38,100
2022-05-16,88,100,100,65,76,67,86,98,32220,38580,6360,8790,20880,2550,353,84,630,20460,2022-05-15T21:19:17.000+01:00,2022-05-16T08:02:17.000+01:00,80.61,75,16,1.12,1.69,18.125,0,None,None,None,None,None,43,2134,935,663,40740,40260,2640,60,0,2700,1.125,0,42,89,95,None,None,12,1,37,100
2022-05-17,83,97,83,55,96,73,75,73,30090,33180,3090,5070,22770,2250,142,91,390,17160,2022-05-16T23:05:52.000+01:00,2022-05-17T08:18:52.000+01:00,73.6,70,17,0.9,1.44,18.75,0,None,None,None,None,None,60,2160,1061,1045,13140,48000,2520,240,0,22500,1.125,0,52,77,99,None,None,30,26,40,100
2022-05-18,42,47,44,74,21,35,67,1,17040,30840,13800,2730,11310,3000,333,55,180,14460,2022-05-17T12:29:32.000+01:00,2022-05-17T21:03:32.000+01:00,79.45,72,14,0.72,1.05,17.75,,,,,,,,,,,,,,,,,,,42,None,81,None,None,45,2,36,100
2022-06-07,89,97,100,39,100,83,91,91,29430,31020,1590,8880,18960,1590,201,95,720,15630,2022-06-06T22:56:02.000+01:00,2022-06-07T07:33:02.000+01:00,70.34,66,15,0.04,0.64,16.375,67,53,100,25,40,95,188,2420,3639,2976,44040,31080,10680,600,0,0,1.28125,0,81,92,None,None,None,100,60,None,95
2022-06-08,76,63,98,95,76,88,86,40,18570,21780,3210,7620,7770,3180,163,85,630,11430,2022-06-08T01:53:31.000+01:00,2022-06-08T07:56:31.000+01:00,70.49,67,17,0.39,0.78,16.625,68,61,100,25,40,92,230,2444,4713,3844,40200,33720,11700,660,120,0,1.28125,0,63,59,None,None,None,73,51,None,85
2022-06-09,80,75,57,95,96,83,67,100,23310,25620,2310,3540,15900,3870,129,91,210,12870,2022-06-08T22:50:48.000+01:00,2022-06-09T05:57:48.000+01:00,71,64,18,-0.2,0.38,16.25,66,46,95,25,40,94,330,2619,6935,5774,48060,23460,12840,2040,0,0,1.40625,1,72,69,None,91,None,98,84,None,40
2022-06-10,91,96,96,92,99,80,70,92,29280,31020,1740,6450,19110,3720,321,94,240,15360,2022-06-09T22:59:00.000+01:00,2022-06-10T07:36:00.000+01:00,69.69,66,17,-0.19,0.08,16.125,65,54,100,25,40,77,161,2442,3186,2541,35940,15180,9960,240,0,25080,1.3125,0,73,98,48,79,95,99,60,67,100
2022-06-12,86,96,100,43,93,73,94,84,29010,32520,3510,9660,17580,1770,240,89,780,15540,2022-06-11T23:11:55.000+01:00,2022-06-12T08:13:55.000+01:00,78.26,75,12,0.23,0.15,16.625,79,76,100,43,71,99,1368,3656,11379,24662,23280,36660,8580,17100,60,720,1.90625,0,60,85,62,None,89,85,1,44,100
2022-06-13,83,95,42,39,90,86,99,92,25830,28320,2490,2610,22440,780,160,91,180,14400,2022-06-12T22:37:03.000+01:00,2022-06-13T06:29:03.000+01:00,66.9,61,20,0.18,0.3,16.25,71,73,100,25,40,98,301,2506,5810,5367,34260,37140,14220,780,0,0,1.3125,0,71,77,68,48,57,90,100,58,87
2022-06-14,88,96,97,46,79,86,94,100,28710,34740,6030,6840,19950,1920,176,83,780,19350,2022-06-13T20:18:03.000+01:00,2022-06-14T05:57:03.000+01:00,70.43,61,19,0.16,0.37,16.25,63,57,43,25,40,98,329,2524,7264,5937,41340,31740,11040,2280,0,0,1.34375,4,74,90,74,95,60,91,100,64,22
2022-06-15,75,85,99,11,96,72,59,76,25620,28140,2520,8370,16770,480,215,91,0,14550,2022-06-14T23:44:59.000+01:00,2022-06-15T07:33:59.000+01:00,66.37,63,19,-0.18,0.14,16.5,69,62,100,25,40,97,185,2362,3611,3204,40500,36120,9000,720,60,0,1.25,0,70,57,72,85,64,99,86,70,48
2022-06-16,83,93,86,36,99,78,64,100,27600,29280,1680,5250,20880,1470,284,94,150,14370,2022-06-15T22:36:19.000+01:00,2022-06-16T06:44:19.000+01:00,68.51,65,18,-0.88,-0.24,16.5,73,64,100,25,71,97,442,2671,8446,7633,37800,28200,11760,3300,120,5220,1.40625,0,76,78,74,94,73,75,78,71,64
2022-06-17,85,85,96,74,95,75,75,100,25620,28380,2760,6270,16380,2970,254,90,390,14400,2022-06-16T22:44:46.000+01:00,2022-06-17T06:37:46.000+01:00,72.77,67,15,0.18,-0.13,16.25,76,58,78,43,96,97,621,2931,13463,11542,40260,21660,20280,4080,120,0,1.5625,2,70,83,71,82,72,89,53,67,68
2022-06-18,74,89,96,1,98,88,83,22,26700,28560,1860,6510,20190,0,227,93,540,14520,2022-06-18T01:40:22.000+01:00,2022-06-18T09:36:22.000+01:00,75.62,71,13,0.66,0.34,16.75,89,100,100,60,100,100,1340,3550,6181,24392,13620,43500,6720,16680,0,5880,1.84375,0,50,56,71,68,65,49,30,58,60
2022-06-19,91,100,100,74,79,81,94,96,37380,45060,7680,11190,23190,3000,379,83,810,23490,2022-06-18T20:35:29.000+01:00,2022-06-19T09:06:29.000+01:00,71.84,63,20,-0.22,0.42,16.375,86,94,100,60,100,100,841,3033,8464,15344,23880,41940,9720,9480,0,1380,1.5625,0,81,99,89,63,43,97,97,66,89
2022-06-20,86,88,96,30,100,94,89,100,26340,27660,1320,6300,18810,1230,162,95,660,14040,2022-06-19T22:17:30.000+01:00,2022-06-20T05:58:30.000+01:00,70.23,65,15,0.12,0.32,15.875,83,65,95,78,100,100,779,3003,11422,12832,38460,31080,11160,3600,2100,0,1.59375,1,73,86,87,76,34,94,72,62,70
2022-06-21,81,95,100,14,88,78,72,85,28350,32700,4350,10860,16890,600,277,87,300,17130,2022-06-20T22:42:33.000+01:00,2022-06-21T07:47:33.000+01:00,72.92,66,15,0.47,0.43,16,80,79,78,78,100,100,202,2352,3991,3650,30780,34800,7800,1020,0,12000,1.25,2,66,73,88,32,29,65,72,59,76
2022-06-22,81,93,100,75,86,63,29,98,27480,32040,4560,10140,14310,3030,368,86,2460,16590,2022-06-21T22:25:32.000+01:00,2022-06-22T07:19:32.000+01:00,70.39,62,19,0.13,0.41,16,89,61,100,78,100,100,209,2445,4338,3730,28140,14160,9180,780,0,34140,1.3125,0,74,74,88,100,40,94,89,65,39
2022-06-24,83,61,97,97,97,96,81,100,20250,21900,1650,6780,8010,5460,155,92,480,10560,2022-06-23T22:59:02.000+01:00,2022-06-24T05:04:02.000+01:00,70.1,65,15,0.05,0.38,16.625,82,54,100,60,96,96,305,2599,6419,4842,43080,26580,15540,1200,0,0,1.375,0,73,78,79,100,55,100,80,60,49
2022-06-25,83,100,100,6,97,88,67,76,35940,39000,3060,13980,21720,240,226,92,180,19110,2022-06-24T22:28:29.000+01:00,2022-06-25T09:18:29.000+01:00,69.68,62,17,0.28,0.37,16.375,75,85,100,43,71,65,285,2466,5992,5195,28380,42540,14640,840,0,0,1.28125,0,81,79,92,87,65,81,100,63,60
2022-06-26,71,100,99,37,48,76,1,60,32670,46920,14250,8430,22680,1560,390,70,6690,24870,2022-06-25T21:23:31.000+01:00,2022-06-26T10:25:31.000+01:00,66.69,59,23,-0.05,0.32,16.25,80,89,100,43,71,95,633,2874,14023,10870,23040,41520,12300,5640,60,3840,1.5,0,85,49,100,100,73,100,94,76,94
2022-06-27,81,79,96,11,95,86,97,100,24210,26820,2610,6690,17070,450,219,90,960,13830,2022-06-26T22:32:30.000+01:00,2022-06-27T05:59:30.000+01:00,64.55,57,22,-0.63,None,15.625,65,52,78,25,40,92,258,2455,5271,4512,44700,31620,8400,1620,60,0,1.28125,2,79,74,91,88,70,84,90,84,32
2022-06-28,88,99,99,24,100,92,70,99,31800,33360,1560,8160,22650,990,243,95,240,16500,2022-06-27T22:24:31.000+01:00,2022-06-28T07:40:31.000+01:00,67.23,63,17,0.05,-0.03,16.5,70,70,100,25,40,95,332,2527,6870,5855,35760,37620,11100,1920,0,0,1.3125,0,89,92,96,85,76,100,85,83,100
2022-06-29,74,86,96,8,76,71,75,79,25830,31440,5610,6270,19230,330,315,82,390,17280,2022-06-28T22:53:03.000+01:00,2022-06-29T07:37:03.000+01:00,69.21,61,20,-0.36,-0.04,15.875,70,80,95,25,40,88,236,2417,4733,4139,31020,38340,10920,720,0,5400,1.25,1,83,57,90,92,78,93,94,86,79
2022-06-30,88,89,95,83,97,70,89,96,26670,29040,2370,5940,17400,3330,348,92,660,14400,2022-06-29T23:06:02.000+01:00,2022-06-30T07:10:02.000+01:00,64.84,59,25,0.12,0.11,15.875,69,77,95,25,40,82,355,2561,7383,6386,31080,39240,14580,1500,0,0,1.34375,1,87,93,87,100,83,95,95,90,52
2022-07-01,76,78,99,21,88,84,56,98,23970,27420,3450,8280,14820,870,205,87,1830,14610,2022-06-30T22:59:19.000+01:00,2022-07-01T06:36:19.000+01:00,70.29,64,15,0.33,0.31,15.875,64,60,95,25,40,65,204,2402,4108,3472,40740,34320,10920,420,0,0,1.25,1,77,62,80,95,83,76,68,87,63
2022-07-02,83,100,99,33,96,60,89,74,33900,37200,3300,8250,24270,1380,432,91,690,18900,2022-07-01T22:35:29.000+01:00,2022-07-02T08:55:29.000+01:00,66.78,61,19,0.13,0.41,15.875,67,83,100,25,40,64,338,2509,6701,5988,27720,43560,13140,1920,60,0,1.3125,0,83,80,88,93,89,94,100,87,31
2022-07-03,72,80,100,1,100,80,81,40,24660,25980,1320,9510,15150,0,222,95,510,13350,2022-07-03T01:15:32.000+01:00,2022-07-03T08:28:32.000+01:00,66.67,63,20,-0.62,0.02,16.375,58,96,100,1,1,55,233,2356,4563,4130,21420,52860,11040,1080,0,0,1.21875,0,83,53,82,99,90,84,84,88,100
2022-07-04,83,95,98,48,100,62,59,95,28230,29280,1050,7830,18420,1980,368,96,0,14850,2022-07-03T23:01:29.000+01:00,2022-07-04T07:09:29.000+01:00,61.74,58,24,-0.55,-0.24,15.875,49,64,78,1,1,44,82,2242,1921,1180,39360,35880,5880,0,0,5280,1.1875,2,89,81,83,100,93,86,91,91,97
2022-07-05,74,82,96,25,67,62,70,100,25020,32100,7080,6180,17760,1080,325,78,240,18150,2022-07-04T21:05:32.000+01:00,2022-07-05T06:00:32.000+01:00,66.73,61,21,-0.22,-0.24,16.125,42,50,25,1,1,49,296,2537,6407,5102,44580,28020,12060,1740,0,0,1.34375,5,84,58,78,100,99,97,100,91,68
2022-07-06,80,87,98,7,95,83,83,90,26130,28920,2790,8040,17790,300,281,90,1230,15090,2022-07-05T23:06:30.000+01:00,2022-07-06T07:08:30.000+01:00,65.45,60,20,-0.13,-0.07,16.125,51,61,95,1,1,50,225,2396,4774,3954,38340,37860,9000,1200,0,0,1.25,1,84,74,76,84,98,100,100,91,70
2022-07-07,73,75,77,14,90,68,89,100,23370,26640,3270,4740,18060,570,338,88,660,12630,2022-07-06T22:33:32.000+01:00,2022-07-07T05:57:32.000+01:00,72.57,67,14,0.5,0.28,16,73,85,100,25,40,99,1327,3664,5427,23668,27000,29760,12180,15720,0,1740,1.9375,0,64,57,70,94,99,63,49,87,65
2022-07-08,87,95,98,66,100,63,75,100,28110,29520,1410,7410,18030,2670,358,95,360,14820,2022-07-07T22:47:26.000+01:00,2022-07-08T06:59:26.000+01:00,69.93,66,20,-0.58,-0.14,17.125,69,66,95,25,40,98,220,2413,4207,3648,37200,38760,9660,780,0,0,1.25,1,73,92,72,48,67,85,59,88,79
2022-07-09,78,100,95,6,60,55,91,100,34470,45960,11490,6090,28170,210,497,75,720,26760,2022-07-08T19:24:33.000+01:00,2022-07-09T08:10:33.000+01:00,70.88,63,17,0.36,0.02,16.25,73,90,95,25,40,97,350,2597,7212,6105,25140,34980,19320,420,0,6540,1.375,1,82,69,83,96,70,75,84,86,85
2022-07-10,78,100,95,39,93,68,37,66,32460,36420,3960,6060,24810,1590,387,89,2280,19080,2022-07-09T22:48:46.000+01:00,2022-07-10T08:55:46.000+01:00,69.88,65,18,-0.15,0.2,16.375,78,85,78,43,71,100,1051,3244,14197,17489,26160,41280,10680,4200,4080,0,1.6875,2,82,70,91,99,71,100,76,85,75
2022-07-11,66,80,100,30,79,58,15,71,24480,29340,4860,8730,14490,1260,383,83,3240,16020,2022-07-10T23:30:29.000+01:00,2022-07-11T07:39:29.000+01:00,72.32,68,13,0.09,0.28,16.375,72,36,95,43,71,99,125,2358,2562,1788,50460,28440,7140,360,0,0,1.25,1,58,41,86,1,52,97,51,72,69
2022-07-12,70,80,97,45,72,63,35,78,20970,21660,690,5820,13650,1500,265,97,0,10950,2022-07-12T01:14:32.000+01:00,2022-07-12T07:15:32.000+01:00,65.51,63,19,0.28,0.48,16.125,73,43,95,43,71,97,142,2380,2810,2097,46920,30840,8400,240,0,0,1.25,1,76,51,81,88,61,81,94,74,79
2022-07-13,68,56,84,68,79,68,86,62,19020,22860,3840,5130,11130,2760,185,83,1170,12570,2022-07-13T00:45:29.000+01:00,2022-07-13T07:06:29.000+01:00,64.05,60,32,-0.5,-0.02,16.625,76,59,100,43,71,96,309,2519,6541,5342,40500,32220,11940,1740,0,0,1.3125,0,72,46,63,90,70,88,100,88,55
2022-07-14,75,55,92,81,58,88,97,99,18840,25440,6600,5640,9900,3300,200,74,930,14910,2022-07-13T22:52:27.000+01:00,2022-07-14T05:56:27.000+01:00,68.94,63,21,-0.32,-0.04,16.625,67,54,95,25,40,95,269,2459,6101,4837,43140,30960,10440,1860,0,0,1.28125,1,69,64,57,87,73,94,84,89,30
2022-07-16,84,100,96,40,97,79,67,74,32250,34980,2730,6630,23940,1680,377,92,210,17040,2022-07-15T23:06:33.000+01:00,2022-07-16T08:49:33.000+01:00,64.97,59,21,0.24,0.08,15.625,77,79,100,43,71,82,506,2760,10929,8847,30420,36780,15660,3420,120,0,1.4375,0,83,87,65,None,84,85,100,91,86
2022-07-17,82,96,98,37,95,59,78,93,29190,32280,3090,7470,20160,1560,432,90,420,15690,2022-07-16T22:50:31.000+01:00,2022-07-17T07:48:31.000+01:00,68.99,64,25,-1.08,-0.18,16.875,81,93,95,43,71,99,1243,3500,5606,22573,24060,33900,12420,14280,0,1740,1.84375,1,77,82,71,85,77,69,75,94,78
2022-07-18,89,92,97,96,93,74,91,81,27420,30900,3480,7020,15390,5010,320,89,1080,15930,2022-07-17T23:10:31.000+01:00,2022-07-18T07:45:31.000+01:00,71.97,65,16,-0.09,-0.2,16.875,84,71,95,60,96,100,458,2647,8267,7816,34200,39060,9960,3000,180,0,1.375,1,73,100,74,54,48,100,67,90,62
2022-07-19,70,97,97,15,51,67,5,96,29910,42180,12270,7080,22200,630,482,71,4020,25860,2022-07-18T19:56:28.000+01:00,2022-07-19T07:39:28.000+01:00,75.32,68,13,1.15,0.42,17.125,81,66,100,60,96,99,184,2333,3563,3119,37380,39180,9060,720,60,0,1.21875,0,50,52,81,83,46,8,43,84,99
2022-07-20,61,50,100,1,100,76,59,65,17580,18480,900,8970,8610,0,173,95,0,8940,2022-07-20T01:39:31.000+01:00,2022-07-20T06:47:31.000+01:00,73.79,70,11,0.28,0.96,17.25,85,74,95,60,96,97,134,2307,2654,2159,33540,36840,7620,180,0,8220,1.21875,1,61,30,65,96,57,81,36,65,100
2022-07-21,84,78,67,95,98,77,94,100,24120,25800,1680,4140,15660,4320,275,93,780,13170,2022-07-20T22:52:29.000+01:00,2022-07-21T06:02:29.000+01:00,66.71,62,23,0.21,0.59,16.625,80,54,78,60,96,96,295,2518,6422,5181,42660,30660,10860,2220,0,0,1.3125,2,78,88,61,100,68,87,100,75,61
2022-07-22,89,95,95,98,100,72,64,89,28140,29580,1440,5910,15240,6990,385,95,120,14370,2022-07-21T23:21:31.000+01:00,2022-07-22T07:34:31.000+01:00,67.21,62,30,-0.98,-0.07,17,81,61,95,60,96,87,157,2326,3150,2626,39240,38400,8520,240,0,0,1.21875,1,79,100,64,85,71,72,100,87,47
2022-07-23,79,91,58,43,96,70,67,100,27180,29880,2700,3570,21840,1770,355,91,180,14610,2022-07-22T22:44:54.000+01:00,2022-07-23T07:02:54.000+01:00,65.35,60,22,-0.46,-0.37,16,76,98,100,43,71,60,294,2477,5914,5266,19860,36780,15660,600,0,13500,1.28125,0,79,74,65,96,80,89,99,89,56
2022-07-24,88,98,100,90,100,80,59,67,30420,30780,360,8670,18120,3630,345,99,0,15360,2022-07-23T23:48:32.000+01:00,2022-07-24T08:21:32.000+01:00,68.39,62,18,-0.92,-0.56,17.125,81,95,95,43,71,99,1372,3655,10386,25036,22560,32340,11040,16320,0,4140,1.90625,1,81,97,74,100,84,74,100,88,60
2022-07-25,67,71,95,22,55,63,72,78,22350,30780,8430,6090,15330,930,292,73,330,18000,2022-07-24T22:41:33.000+01:00,2022-07-25T07:14:33.000+01:00,69.6,63,18,0.36,0.42,16.125,79,74,100,43,71,99,520,2796,11295,9074,33540,31560,17760,3480,60,0,1.46875,0,68,45,76,50,54,74,94,88,44
2022-07-26,78,96,98,1,96,62,81,77,29250,32220,2970,7980,21210,60,432,91,1290,16650,2022-07-25T23:07:33.000+01:00,2022-07-26T08:04:33.000+01:00,67.05,62,22,-0.12,0.37,16.375,85,75,100,60,96,99,549,2800,11836,9934,33180,31440,18720,3060,0,0,1.46875,0,80,73,80,81,48,100,100,89,80
2022-07-27,71,88,76,51,76,49,64,58,26460,32340,5880,4680,19710,2070,424,82,120,17490,2022-07-26T23:30:33.000+01:00,2022-07-27T08:29:33.000+01:00,69.62,61,25,-0.14,0.15,16.75,82,77,95,60,96,98,362,2550,8051,6726,29580,40560,14640,1620,0,0,1.34375,1,75,56,80,81,46,100,100,92,55
2022-07-28,83,100,100,14,88,74,89,79,32940,37740,4800,9600,22770,570,362,87,690,19980,2022-07-27T22:07:33.000+01:00,2022-07-28T08:36:33.000+01:00,69.41,63,17,0.23,0.19,16.125,83,96,100,60,100,98,462,2640,9983,8446,21720,37560,11520,4020,60,11520,1.375,0,86,86,89,94,49,86,93,89,95
2022-07-29,70,87,100,8,67,57,64,74,26130,33300,7170,9630,16170,330,359,78,1680,18390,2022-07-28T22:43:33.000+01:00,2022-07-29T07:58:33.000+01:00,75.75,67,13,0.43,0.4,16,84,92,100,78,100,98,638,2842,13186,11669,24120,38640,13080,5580,0,4980,1.5,0,67,54,86,94,52,68,60,82,67
